Frame#,Time,Hip,Unnamed: 3,Unnamed: 4,RHip,Unnamed: 6,Unnamed: 7,RKnee,Unnamed: 9,Unnamed: 10,RAnkle,Unnamed: 12,Unnamed: 13,RBigToe,Unnamed: 15,Unnamed: 16,RSmallToe,Unnamed: 18,Unnamed: 19,RHeel,Unnamed: 21,Unnamed: 22,LHip,Unnamed: 24,Unnamed: 25,LKnee,Unnamed: 27,Unnamed: 28,LAnkle,Unnamed: 30,Unnamed: 31,LBigToe,Unnamed: 33,Unnamed: 34,LSmallToe,Unnamed: 36,Unnamed: 37,LHeel,Unnamed: 39,Unnamed: 40,Neck,Unnamed: 42,Unnamed: 43,Head,Unnamed: 45,Unnamed: 46,Nose,Unnamed: 48,Unnamed: 49,RShoulder,Unnamed: 51,Unnamed: 52,RElbow,Unnamed: 54,Unnamed: 55,RWrist,Unnamed: 57,Unnamed: 58,LShoulder,Unnamed: 60,Unnamed: 61,LElbow,Unnamed: 63,Unnamed: 64,LWrist,Unnamed: 66,Unnamed: 67,Unnamed: 68
0.0,0.0,0.35729942604511017,0.7239585293749247,0.0,0.3065146967329206,0.7022323838238106,0.105,0.2784062971616869,0.37480431445398515,0.0886,0.2683995740755136,0.05708762976377756,0.0972,0.4145907556297643,-0.004752528166170956,0.0766,0.38071567251771055,-0.014677062420907883,0.12,0.2345135701525566,-0.002453697932498272,0.0883,0.39522842237486666,0.695236129163949,-0.105,0.3722442175738126,0.3760432294660947,-0.0886,0.30829461818920745,0.07497994405753464,-0.0972,0.4453819330539867,0.005991826721524945,-0.0766,0.43403994964447623,0.016675659546581706,-0.12,0.2862099424919779,0.015568115751323067,-0.0883,0.3246686020961647,1.2566109359036515,0.0,0.36304560274990244,1.4720328485314385,0.0,0.44010687846859176,1.347517550401098,0.0,0.25938387840365634,1.1666029388003554,0.2016,0.2592080970562358,0.9152948059918361,0.1613,0.3092235106262828,0.7159511573531029,0.12,0.3693104697874038,1.1768737304428465,-0.2016,0.39264175468771856,0.9326247052153076,-0.1613,0.45832009891392245,0.759649617019579,-0.12,
1.0,0.0167129629629629,0.3567171349280965,0.7232475776476026,0.0,0.3064052575268201,0.7014929258175856,0.105,0.2795524754680417,0.37533060151245534,0.0886,0.2681926583997767,0.05697222999727687,0.0972,0.41419148663878325,-0.004256384028166729,0.0766,0.38041112161704727,-0.014608578751943711,0.12,0.2343933124950683,-0.0024557255905119607,0.0883,0.39494411119576417,0.6953181832452378,-0.105,0.37165249171858783,0.3757806601410183,-0.0886,0.3077191373285976,0.07350544745532274,-0.0972,0.44356782510715503,0.005843299780609377,-0.0766,0.4322015277442573,0.016495003221826742,-0.12,0.2854975337629268,0.01515586651617052,-0.0883,0.3244889468030246,1.2560579045798284,0.0,0.3629841695046825,1.4710202936952461,0.0,0.43937816175603367,1.3484064317463196,0.0,0.2594298574467505,1.1662484980599337,0.2016,0.25924608714406894,0.9163328381287833,0.1613,0.30928999342118435,0.716038024393329,0.12,0.36990036206757326,1.1770099301167283,-0.2016,0.3944337217329981,0.9331922024500395,-0.1613,0.4587895499708487,0.758075721418538,-0.12,
2.0,0.0334259259259259,0.356178007501678,0.7222761005863658,0.0,0.3063264060104748,0.7004973120490651,0.105,0.28057272270027683,0.37560112502727777,0.0886,0.2681972067443608,0.056951980473847016,0.0972,0.41403260216969084,-0.0038631038750239974,0.0766,0.38038129781435426,-0.014546428803725166,0.12,0.2344918821851802,-0.0023737269754470045,0.0883,0.394647911951495,0.6950807014081768,-0.105,0.37096820489429644,0.3754319927145828,-0.0886,0.3072445011656419,0.07235872323293471,-0.0972,0.44221984965883393,0.005942745085926575,-0.0766,0.43085287764975466,0.01656306595128949,-0.12,0.2851015022556722,0.014943280486827448,-0.0883,0.3243490368006331,1.2555743297873736,0.0,0.36304791008059734,1.4701502447396053,0.0,0.43888025813567555,1.3491896506272223,0.0,0.25948071249728055,1.165962142015469,0.2016,0.2593025064809204,0.9172328685239374,0.1613,0.30943088888067705,0.7161726615522821,0.12,0.3702786637609412,1.1770122603404245,-0.2016,0.39604445615230766,0.9337538884371396,-0.1613,0.4590817594633639,0.7566690677814804,-0.12,
3.0,0.0501388888888888,0.35579678465225295,0.7209370865858971,0.0,0.30632016962189557,0.6991611403861319,0.105,0.2812469743879656,0.37540844120633304,0.0886,0.2684411162472333,0.05706369128892093,0.0972,0.4141443184466787,-0.0036193265059040304,0.0766,0.3806813768587184,-0.01440259870946249,0.12,0.23485363556066105,-0.0021753959110952905,0.0883,0.3943792144219036,0.6942793888006031,-0.105,0.37023415824096656,0.3748927469818171,-0.0886,0.30705319877439474,0.07161195041946479,-0.0972,0.4415825654037091,0.006284714541666629,-0.0766,0.4302647093523318,0.016876270475346154,-0.12,0.2852247320937951,0.014930391850677306,-0.0883,0.3243007455827115,1.2551934846643122,0.0,0.3633408173635207,1.4695325732002535,0.0,0.43874711488616736,1.349702852458906,0.0,0.25954978152512453,1.1657608966327737,0.2016,0.2594049236298328,0.9178739322337375,0.1613,0.30969716575556866,0.7163854387899516,0.12,0.37035901989643155,1.1768306383544127,-0.2016,0.39738525747712183,0.9343327869171346,-0.1613,0.45914475418361916,0.7555940990214913,-0.12,
4.0,0.0668518518518518,0.3557136328591473,0.7194040445347577,0.0,0.3064046628953168,0.6977090544030479,0.105,0.2814217672582434,0.37473219894508875,0.0886,0.2686915926656843,0.05721413835599261,0.0972,0.4142326111832641,-0.003508410549112826,0.0766,0.3810321378908177,-0.014096699951077854,0.12,0.23525677842065196,-0.001944787740878878,0.0883,0.39427622322512557,0.6929721380094088,-0.105,0.3696921734021908,0.3741171541457405,-0.0886,0.3072969897468934,0.07093049931004769,-0.0972,0.44138794290728955,0.00648963900279182,-0.0766,0.4301950795025757,0.017054444054507584,-0.12,0.28579501852464184,0.014785929454532937,-0.0883,0.3243652063728685,1.254884124473459,0.0,0.36383437887929254,1.4691703923449526,0.0,0.43897517488676957,1.3498016763197103,0.0,0.25963688807289026,1.1655995959633947,0.2016,0.2595632985338248,0.9182055036592234,0.1613,0.3100418141165547,0.7166698922872611,0.12,0.37027926882889667,1.176541057279613,-0.2016,0.39850146375794687,0.9349299201057054,-0.1613,0.4591099492599738,0.7549191063134199,-0.12,
5.0,0.0835648148148148,0.35594367520843934,0.7181032292651682,0.0,0.30654131112915567,0.6966503138545141,0.105,0.28123034744492925,0.37383294712023873,0.0886,0.26866203853646936,0.0572275012763393,0.0972,0.41391774879628646,-0.003517365447913465,0.0766,0.3810349093867732,-0.013705605524953497,0.12,0.2354087427879976,-0.0018326134265286703,0.0883,0.39448957475471524,0.6916660660259847,-0.105,0.36962440268062563,0.3732270066845791,-0.0886,0.3078191943354553,0.06983874877687757,-0.0972,0.4410102511262085,0.006103960925313564,-0.0766,0.4300348065653062,0.016643144859811485,-0.12,0.28641417148727294,0.014101687162382009,-0.0883,0.3244986208457829,1.2546070135864853,0.0,0.364315830981978,1.468987995684395,0.0,0.4394222953188256,1.3495439825373037,0.0,0.2597070901563745,1.1654221490955148,0.2016,0.25974009756102795,0.9182791304696452,0.1613,0.3102962385462981,0.7169498400652746,0.12,0.37030761184723604,1.176282401682205,-0.2016,0.3994133128821367,0.935460138567709,-0.1613,0.45917699041988635,0.7545870429227285,-0.12,
6.0,0.1002777777777777,0.35633592257475055,0.7174466639108794,0.0,0.30667153807550906,0.6964954245774951,0.105,0.2810025449508185,0.3731135926899457,0.0886,0.2682969225083316,0.05700498412243593,0.0972,0.4131500918873455,-0.00363517844771492,0.0766,0.3805431013476484,-0.013388966251937117,0.12,0.23520598350204455,-0.001910897652006594,0.0883,0.3950292526548547,0.6910007507801084,-0.105,0.37011708565292484,0.3724509404546781,-0.0886,0.30817871575729716,0.0682095032927254,-0.0972,0.4400112638626361,0.005031493633474867,-0.0766,0.4293312842924519,0.015551203075914032,-0.12,0.28660131086391843,0.012882258333662341,-0.0883,0.3246365063007156,1.254407683590485,0.0,0.3645710914005973,1.4689275853052173,0.0,0.43982826749996085,1.3491998838423311,0.0,0.2597323540268459,1.1652315854139739,0.2016,0.25987961802510795,0.9182305354132069,0.1613,0.31032533435734194,0.7170864030688818,0.12,0.370625882280769,1.1761815667919688,-0.2016,0.4000693426740507,0.9358014880596011,-0.1613,0.4594455360040983,0.7544906971541735,-0.12,
7.0,0.1169907407407407,0.35671816378947985,0.7175489669214024,0.0,0.30677071251391913,0.6974288177785571,0.105,0.28097331007518295,0.3728255229213128,0.0886,0.2677880265109265,0.05659566003028859,0.0972,0.41221610173395423,-0.0038284214559998293,0.0766,0.37967429740696673,-0.01327153088191096,0.12,0.23473648395266766,-0.0021147197757779798,0.0883,0.39576813356918056,0.6912406743180339,-0.105,0.37103637002668544,0.37197809756873507,-0.0886,0.30810560087959193,0.06643195980612657,-0.0972,0.4384906638057265,0.003579573128126809,-0.0766,0.42810316082653077,0.01409990686985373,-0.12,0.2861849560335225,0.011633108518502898,-0.0883,0.32475127784369767,1.2544025184912826,0.0,0.3646191674340869,1.4689620784601167,0.0,0.4399808441674642,1.3490059953748048,0.0,0.2597387245647279,1.1650745335920154,0.2016,0.25995509782179155,0.9182181226574521,0.1613,0.3101716503976186,0.7169897397141104,0.12,0.3712021301586799,1.1762837939441564,-0.2016,0.40049236060778654,0.9358756286651155,-0.1613,0.4599372266743679,0.7545419204133379,-0.12,
8.0,0.1337037037037037,0.35701809437991844,0.7182071000204997,0.0,0.3068535175699892,0.6991993870319879,0.105,0.28116138164109133,0.37293485689164596,0.0886,0.2673839836471323,0.05613240350358614,0.0972,0.4113913034346086,-0.004098833211881487,0.0766,0.37858610423766065,-0.013463293616228056,0.12,0.23415947089286773,-0.002315975435797626,0.0883,0.3965519181022179,0.6921939378319596,-0.105,0.372124340343982,0.3719080575072951,-0.0886,0.3077144557219181,0.06506467481713718,-0.0972,0.4369822149629554,0.0021853800752280007,-0.0766,0.426741889890632,0.012747433152503608,-0.12,0.2853880221248138,0.010889155532774083,-0.0883,0.32485446580232974,1.254658690656999,0.0,0.36466457382389217,1.4690854973641245,0.0,0.4398850214031506,1.3489952219558554,0.0,0.25976625709017825,1.164956599057921,0.2016,0.25996167735122855,0.918318236654555,0.1613,0.3099787865800407,0.7167022601300658,0.12,0.37183260012666036,1.1764810170471773,-0.2016,0.40075485911148434,0.9356931637418262,-0.1613,0.4606819967270201,0.7546980709667845,-0.12,
9.0,0.1504166666666666,0.3572547861668252,0.7191004830662219,0.0,0.30695541765801,0.7012267780540848,0.105,0.2814253948518355,0.37324445586336086,0.0886,0.267211058014243,0.055755536806524064,0.0972,0.41077940625689596,-0.004524757603692765,0.0766,0.37741650873160915,-0.01404653383168847,0.12,0.23365172527606756,-0.002428064572430287,0.0883,0.39723529309392325,0.693490205038181,-0.105,0.3730548634473024,0.37222441688361335,-0.0886,0.3072501365922164,0.06441189389421374,-0.0972,0.4360609953269432,0.0011534830652562074,-0.0766,0.4257301732305223,0.011820768957726659,-0.12,0.28457533986319816,0.010803976795188585,-0.0883,0.32497366571475766,1.2551224697883223,0.0,0.3649209609679565,1.4693355981439373,0.0,0.43968913287543515,1.3490588919060955,0.0,0.2598112879157967,1.164818322440522,0.2016,0.2598812702416383,0.9184653251068525,0.1613,0.30986217493935986,0.7163126327161403,0.12,0.372313755763991,1.1765994040137824,-0.2016,0.4007940927495213,0.9353845664617905,-0.1613,0.4616248725615047,0.754960024384039,-0.12,
