帧号,右踝,左踝,右膝,左膝,骨盆,躯干
121,-5.395629676768011,4.5080582050723335,15.297375480276031,24.700358105067576,-40.30169511498955,49.82555383135818
122,-4.597091536491935,-2.20117253047004,15.24226447286022,29.838159899892155,-40.29422780611591,49.65317053299661
123,-3.654951353813797,-8.843500484144172,15.014756803061417,34.79373799151949,-40.28823766128579,49.498839279476485
124,-2.6964284933428315,-14.644043833452224,14.689629989533346,39.50599956356096,-40.28534467455936,49.362667847523895
125,-1.8036162289218365,-18.986544619345917,14.266021351131831,44.079921926168296,-40.285990490416175,49.25442266439978
126,-1.0317888899381695,-21.48923446510314,13.682534742394218,48.579205510286194,-40.28950591923771,49.18022995663182
127,-0.4108126353598709,-21.83355813965771,12.84919887926631,52.78812915734908,-40.29488375759134,49.13652291210451
128,0.0832005718138006,-19.59527681578108,11.745889179363395,56.2061650101191,-40.30138318508844,49.1173762431508
129,0.5290346554660328,-14.575144396876423,10.49149633051671,58.28775794236446,-40.308782208659125,49.12252447467216
130,1.006401735441873,-7.478523270693056,9.288291841106073,58.81222442563807,-40.31738654737244,49.16002874905303
131,1.522503846103554,-0.0196121880796131,8.30613985311107,58.1238475564433,-40.32783332595013,49.24392836477973
132,2.030996114292686,5.884805485992191,7.627835999545936,56.77450818318872,-40.34065296979307,49.38566808399629
133,2.552528563200109,9.050597850055842,7.247723406460119,54.926722502732446,-40.35551556854522,49.58346542257499
134,3.2046283436149654,9.406807468345734,7.075941191424116,52.42569632351566,-40.37013461738708,49.82016459781198
135,4.063511857324735,7.800109760661654,6.961458676263344,49.22517211781194,-40.37898299082953,50.06993460296475
136,5.068773733384036,5.335668343755705,6.744556232200413,45.39049077403431,-40.372337634728815,50.30575015663685
137,6.093263834420984,2.6934208822148493,6.338886872018982,40.94093058162178,-40.33747148143123,50.50584349345419
138,7.060007913204255,0.0121090938324929,5.783468216520688,35.89437698972245,-40.2641488375365,50.66072305489045
139,7.993406027016785,-2.7712966021813537,5.185723659176582,30.339698670471847,-40.1534799774628,50.77732857525005
140,8.984990114002882,-5.606863271695093,4.6304325334533685,24.44643641936277,-40.02944871753379,50.87241518142456
141,10.118207163592103,-8.240527578234513,4.176030524003451,18.451045751737816,-39.93950056379564,50.95603696567072
142,11.41716230025758,-10.320407091983927,3.894458374812952,12.641190118829808,-39.925238367091865,51.01519989823409
143,12.844833695743455,-11.546826263759712,3.852775270475206,7.400911584175446,-40.00190145618264,51.002610986383175
144,14.308076264800716,-11.744868634094445,4.06977921401176,3.241271540341787,-40.18795032443601,50.833104972779935
145,15.645854148020003,-11.000547146983438,4.547321773582616,0.635680592712778,-40.53402842028135,50.39675809258941
146,16.682840871691596,-9.831613938780732,5.342561995367976,-0.2398480845707156,-41.09963159348799,49.60127680344168
147,17.335657879885908,-8.99174951676528,6.55906817021393,0.4243714547205374,-41.88637697140434,48.45696853582784
148,17.627279684627755,-8.969934655356232,8.269850299344338,2.1866743687229877,-42.77178928709348,47.15033457740479
149,17.60421907780644,-9.722359439642572,10.474365446602093,4.477129001722169,-43.533560571107,45.97208890052728
150,17.246337343466088,-10.83042615072062,13.106945010875206,6.744182981094027,-43.98504102940632,45.13763889007005
151,16.405993384341386,-11.840704193267843,16.086287687365033,8.642698174918982,-44.08044081392231,44.72042145127375
152,14.81287349798641,-12.455340291388389,19.398036902676715,10.122058313454811,-43.8761407918115,44.72832586271461
153,12.183336654738426,-12.494299569412052,23.128454005702885,11.345316409471025,-43.42509163457812,45.17464884237876
154,8.414579294459736,-11.83422546197522,27.381741138341404,12.52283995078664,-42.73954156987353,46.07358453984769
155,3.748568447500437,-10.443210751881018,32.16294515775126,13.767121067583338,-41.85293892500597,47.3602455116239
156,-1.209026539009086,-8.42436648703669,37.3603188192951,15.020088661322625,-40.88861417688649,48.80924119482901
157,-5.629140785480804,-6.01713631635355,42.82646521260092,16.06622845334831,-40.0171555164997,50.10870223097211
158,-8.720514188090648,-3.5557607387503705,48.4295067327807,16.660516967642568,-39.35174812015867,51.05318177534095
159,-10.009268874003082,-1.3718317254105543,53.97052242211257,16.715684927639415,-38.91844465027014,51.61878341905191
160,-9.468559711610888,0.2676320262268875,59.07890621721692,16.362858599386424,-38.68644547986242,51.88784591515184
161,-7.459727162780043,1.1569957765430092,63.29473538841141,15.829954636708086,-38.5975349707019,51.96661412873885
162,-4.595306133136829,1.219528918984159,66.27343579080822,15.308338767972216,-38.595565092783936,51.94313429070648
163,-1.5492398065659314,0.6175726311401726,67.90426911420273,14.921616299745835,-38.6470873063493,51.87234180777145
164,1.1599496439999468,-0.2628222935862486,68.27287756943613,14.74844846255685,-38.74464954030519,51.78021908361089
165,3.285388116143572,-0.9344515683360332,67.5147497475095,14.829183400920932,-38.899262483548895,51.67395277372938
166,4.826216231693964,-0.9843609641794364,65.72926885655214,15.127841011104138,-39.1258054580488,51.55361881151795
167,5.906837690761598,-0.2880621993624125,63.03079998154164,15.515105451253746,-39.41982109708016,51.42274192420513
168,6.615408887062421,0.9629251347280956,59.56743384037743,15.836906115680891,-39.7385566384994,51.28722851294009
169,6.911080614765156,2.530630704345768,55.44806989271402,15.994018535085566,-40.02142607997841,51.14572778195995
170,6.664338428416055,4.329851778502886,50.71368625274115,15.949313971461589,-40.2395497795952,50.99147472252968
171,5.731638908081607,6.30493409571618,45.37654186357742,15.674294367529692,-40.41393388979237,50.826242723237385
